Id	Standard Label	HyId	TupId	Type	Comments
2761	Increase in tax payable (receivable) arising from the special circumstances related to exceptional items	1	124	Money	
2762	Increase or decrease in pension fund prepayment leading to a decrease (increase) in tax	1		Money	
2763	Increase or decrease in pension fund prepayment leading to a decrease (increase) in taxation, impact on tax rate	1		Percent	
2772	Individual acquisition free-text comment	31		String	
2773	Individual disposal free-text comment	33		String	
2776	Individual issue of shares [grouping]		55	Tuple	All Tuple Members to go: 1476, 3383, 3330, 949
2777	Information on controlling party, including description of relationship	1	139	String	
2778	Information on individual extraordinary items [grouping]		56	Tuple	All Tuple Members to go: 1429, 2599
2780	Instalment debts due after 5 years	1		Money	
2783	Insurance costs	13		Money	
2787	Insurance on plant, machinery and equipment costs	13		Money	
2791	Insurance on premises costs	13		Money	
2795	Intangible assets, acquisition	31		Money	
2796	Intangible assets disposed of with subsidiaries	33		Money	
2799	Intangible assets policy	22		String	
2801	Intangible fixed assets	22		Money	
2803	Intangible fixed assets, acquisitions	22		Money	
2804	Intangible fixed assets, additions	22		Money	
2805	Intangible fixed assets, aggregate amortisation and impairment	22		Money	
2806	Intangible fixed assets, amortisation charged in period	22		Money	
2807	Intangible fixed assets, amortisation decrease (increase) from disposal of subsidiaries	22		Money	
2808	Intangible fixed assets, amortisation decrease (increase) on disposals	22		Money	
2809	Intangible fixed assets, amortisation increase (decrease) from acquisitions	22		Money	
2810	Intangible fixed assets, amortisation, increase (decrease) from exchange adjustment	22		Money	
2811	Intangible fixed assets, amortisation, increase (decrease) from revaluations	22		Money	
2812	Intangible fixed assets, amortisation, increase (decrease) from transfers between items	22		Money	
2813	Intangible fixed assets, amortisation, negative goodwill written back	22		Money	
2814	Intangible fixed assets, amortisation, other increase (decrease)	22		Money	
2815	Intangible fixed assets, at cost or valuation	22		Money	
2816	Intangible fixed assets, disposals	22		Money	
2817	Intangible fixed assets, disposed with subsidiaries	22		Money	
2818	Intangible fixed assets free-text comment	22		String	
2820	Intangible fixed assets, impairment losses	22		Money	
2821	Intangible fixed assets, increase (decrease) from exchange adjustment	22		Money	
2822	Intangible fixed assets, increase (decrease) from fair value adjustment	22		Money	
2823	Intangible fixed assets, increase (decrease) from revaluations	22		Money	
2824	Intangible fixed assets, increase (decrease) from transfers between items	22		Money	
2825	Intangible fixed assets, negative goodwill written back	22		Money	
2826	Intangible fixed assets at original cost or fair value	22	111	Money	
2827	Intangible fixed assets, other increase (decrease)	22		Money	
2828	Intangible fixed assets, reversal of past impairments	22		Money	
2830	Interest bearing borrowings	29		Money	
2831	Interest element of finance lease rental payments	13		Money	
2832	Interest expense	13		Money	
2833	Interest expense on other financing liabilities	13		Money	
2834	Interest from other current asset investments, listed	13		Money	
2835	Interest from other current asset investments, unlisted	13		Money	
2836	Interest from other fixed asset investments, listed	13		Money	
2837	Interest from other fixed asset investments, unlisted	13		Money	
2838	Interest from shares in individual associate	35		Money	
2839	Interest from shares in individual participating interest	37		Money	
2840	Interest from shares in individual subsidiary	36		Money	
2841	Interest income on available-for-sale financial assets	13		Money	
2842	Interest income on held-to-maturity investments	13		Money	
2843	Interest income on impaired available- for- sale financial assets	13		Money	
2844	Interest income on impaired held-to-maturity investments	13		Money	
2845	Interest income on other loans	13		Money	
2846	Interest income on unimpaired available-for-sale financial assets	13		Money	
2847	Interest income on unimpaired held-to-maturity investments	13		Money	
2848	Interest income recognised in profit or loss for financial assets reclassified from available-for-sale to loans and receivables	1		Money	
2849	Interest income recognised in profit or loss for financial assets reclassified from held for trading to available-for-sale	1		Money	
2850	Interest income recognised in profit or loss for financial assets reclassified from held for trading to loans and receivables	1		Money	
2851	Interest income recognised in profit or loss for financial assets reclassified from held for trading to maturities	1		Money	
2852	Interest on convertible borrowings	13		Money	
2853	Interest on debentures and other loans	13		Money	
2854	Interest on deferred consideration	13		Money	
2855	Interest on non-redeemable preference shares classified as debt	13		Money	
2856	Interest on obligations under finance leases	13		Money	
2857	Interest on obligations under finance leases and hire purchase contracts	13		Money	
2858	Interest on obligations under hire purchase contracts	13		Money	
2859	Interest on pension schemes liabilities	13		Money	All 13,38 HyIds to go
"	"	38		Money	"
2860	Interest on redeemable preference shares classified as debt	13		Money	
2861	Interest and other investment income received	13		Money	
2862	Interest paid	13		Money	
2863	Interest payable on other financial liabilities that are not at fair value through profit or loss	13		Money	
2864	Interest payable and similar charges	2		Money	All 2,13 HyIds to go
"	"	13		Money	"
2865	Interest payable and similar charges free-text comment	13		String	
2867	Interest payments for asset with non-recourse finance arrangement	1	6	Money	
2868	Interest payments and similar charges on other borrowings due after five years	13		Money	
2869	Interest payments and similar charges on other borrowings due within one year	13		Money	
2870	Interest payments and similar charges on other borrowings due within two to five years	13		Money	
2871	Interest rate futures, derivatives assets, designated as cash flow hedges	29		Money	
2872	Interest rate futures, derivatives assets, designated as fair value hedges	29		Money	
2873	Interest rate futures, derivatives assets, designated as hedges of net investment	29		Money	
2874	Interest rate futures, derivatives assets, held for trading	29		Money	
2875	Interest rate futures, derivatives liabilities, designated as cash flow hedges	29		Money	
2876	Interest rate futures, derivatives liabilities, designated as fair value hedges	29		Money	
2877	Interest rate futures, derivatives liabilities, designated as hedges of net investment	29		Money	
2878	Interest rate futures, derivatives liabilities, held for trading	29		Money	
2879	Interest rate swaps, derivatives assets, designated as cash flow hedges	29		Money	
2880	Interest rate swaps, derivatives assets, designated as fair value hedges	29		Money	
2881	Interest rate swaps, derivatives assets, designated as hedges of net investment	29		Money	
2882	Interest rate swaps, derivatives assets, held for trading	29		Money	
2883	Interest rate swaps, derivatives liabilities, designated as cash flow hedges	29		Money	
2884	Interest rate swaps, derivatives liabilities, designated as fair value hedges	29		Money	
2885	Interest rate swaps, derivatives liabilities, designated as hedges of net investment	29		Money	
2886	Interest rate swaps, derivatives liabilities, held for trading	29		Money	
2887	Interest receivable from subsidiaries/group undertakings	13		Money	
2888	Interest receivable on bank deposits	13		Money	
2889	Interest receivable on financial assets that are not at fair value through profit or loss	13		Money	
2890	Interest receivable on impaired financial assets accrued in accordance with FRS 26	13		Money	
2891	Interest receivable on long-term bank deposits	13		Money	
2892	Interest receivable on short-term bank deposits	13		Money	
2893	Interest receivable on short-term investments, loans and deposits	13		Money	
2894	Interest receivable and similar income free-text comment	13		String	
2896	Interest received	13		Money	
2897	Interest received from related parties	13		Money	
2898	Interest saved on conversion of debt, basic earnings analysis	1		Money	
2899	Interest saved on conversion of debt, diluted earnings	1		Money	
2900	Interim dividend per share	26		PerShare	
2901	Interim other dividend payment	26		Money	
2902	Interim participating dividend payment	26		Money	
2903	Interim payment	1		Money	All 1,26 HyIds to go
"	"	26		Money	"
2906	Internal audit services costs	13		Money	
2908	Intrinsic value of liabilities (assets) for which counterparty's right to cash or other assets had been vested	28		Money	
2909	Investment company policy on allocating finance costs between revenue and capital	1		String	
2911	Investment in other deposits	13		Money	
2914	Investment in term deposits	13		Money	
2915	Investment income - Net	7		Money	
2916	Investment income free-text comment	1		String	
2919	Investment properties policy	1		String	
2920	Investments, fixed assets	24		Money	
2922	Investments in associates policy	1		String	
2924	Investments in joint-ventures policy	1		String	
2925	Investments listed on exchanges outside the UK	13		Money	
2926	Investments listed on UK exchanges	13		Money	
2927	Investments not carried on an historical cost basis [grouping]		57	Tuple	All Tuple Members to go: 1434, 5008, 406, 5012, 4634, 1451, 4137, 4941
2928	Investments policy	1		String	
2929	Irrecoverable VAT, detailed P&L	13		Money	
2930	Issue costs of new finance	13		Money	
2931	Issue of shares of subsidiaries to minority interests	13		Money	
2992	Joint-venture context identifier scheme URL	34		Uri	
2994	Joint-venture free-text comment	34		String	
2998	Key performance statistics free-text comment	1		String	
3002	Land and buildings operating leases expiring after five years	1		Money	
3003	Land and buildings operating leases expiring between two and five years	1		Money	
3004	Land and buildings operating leases expiring within one year	1		Money	
3005	Late payment of tax, charges	13		Money	
3008	Laundry costs	13		Money	
3012	Lease of motor vehicles, operating leases, costs	13		Money	
3016	Lease of motor vehicles, spot hire, costs	13		Money	
3019	Leased assets included in tangible fixed assets	23		Money	
3021	Leases and hire purchase contracts, finance charges	13		Money	All 13,38 HyIds to go
"	"	38		Money	"
3029	Legal fees payable	13		Money	
3030	Legal form of qualifying partnership	1	64	String	
3031	Legal form of unlimited company	1	65	String	
3032	Lessee finance lease and hire purchase contracts policy	1		String	
3033	Lessee operating lease policy	1		String	
3034	Lessee policies	1		String	
3035	Lessor finance lease and hire purchase contract income policy	1		String	
3036	Lessor finance lease and hire purchase contracts policy	1		String	
3037	Lessor operating lease policy	1		String	
3038	Lessor policies	1		String	
3039	Lessors: aggregate rentals receivable for finance leases	13		Money	
3040	Lessors: aggregate rentals receivable for finance leases due after one year	13		Money	
3041	Lessors: aggregate rentals receivable for finance leases due within one year	13		Money	
3042	Lessors: cost of assets acquired for letting under finance leases	13		Money	
3043	Lessors: cost of assets acquired for letting under finance leases due after one year	13		Money	
3044	Lessors: cost of assets acquired for letting under finance leases due within one year	13		Money	
3045	Lessors: net investment in finance leases	13		Money	
3046	Lessors: net investment in finance leases due after one year	13		Money	
3047	Lessors: net investment in finance leases due within one year	13		Money	
3048	Lessors: net investment in hire purchase contracts	13		Money	
3049	Lessors: net investment in hire purchase contracts due after one year	13		Money	
3050	Lessors: net investment in hire purchase contracts due within one year	13		Money	
3055	Liabilities disposed of with subsidiaries	33		Money	
3056	Liabilities due after one year	12		Money	
3057	Liabilities due within one year	12		Money	
3058	Liability arising from pension schemes that are wholly or partly funded	27		Money	
3059	Liability arising from pension schemes that are wholly unfunded	27		Money	
3060	Lighting, heating and power	13		Money	
3064	Limited recourse debt book value	1	58	Money	
3065	Limited recourse debt [grouping]		58	Tuple	All Tuple Members to go: 1437, 3064, 217
3066	Links with group companies free-text comment	1		String	
3072	Listed investments	13		Money	
3073	Listed investments included in fixed asset investments, aggregate market value	24		Money	
3075	Listed investments included in fixed asset investments, net book value	24		Money	
3076	Listed investments interest	13		Money	
3079	Litigation services costs	13		Money	
3081	Loan notes received, disposal of subsidiaries	33		Money	
3082	Loan transfer reported under linked presentation [grouping]		59	Tuple	All Tuple Members to go: 1439, 3127, 3994, 1293, 1482
3084	Loans available-for-sale, available-for-sale financial assets	29		Money	
3085	Loans available-for-sale, held-to-maturity investments	29		Money	
3086	Loans designated at fair value through profit and loss, financial assets through profit and loss, designated	29		Money	
3087	Loans and finance leases, acquisition	31		Money	
3088	Loans and finance leases disposed of with subsidiaries	33		Money	
3089	Loans, fixed asset investments, additions	25		Money	
3090	Loans, fixed asset investments, cost	25		Money	
3092	Loans, fixed asset investments, provisions	25		Money	
3093	Loans, fixed asset investments, provisions, made during period	25		Money	
3094	Loans, fixed asset investments, provisions, released	25		Money	
3095	Loans, fixed asset investments, repayments	25		Money	
3096	Loans, fixed asset investments, written off	25		Money	
3097	Loans from associates	12		Money	
3098	Loans from associates, finance charges	13		Money	
3099	Loans from associates and joint-ventures	12		Money	
3100	Loans from directors	13		Money	
3101	Loans from directors after one year	13		Money	
3102	Loans from directors within one year	13		Money	
3103	Loans from joint-ventures	12		Money	
3104	Loans from joint-ventures, associates and group undertakings, finance charges	13		Money	
3105	Loans from joint-ventures, finance charges	13		Money	
3106	Loans from other participating interests	12		Money	
3107	Loans from subsidiaries / group undertakings, finance charges	13		Money	
3108	Loans from undertakings in which the entity has a participating interest	12		Money	
3110	Loans held for trading, financial assets through profit and loss, held for trading	29		Money	
3111	Loans other than banks loans and overdrafts, finance charges	13		Money	
3112	Loans outstanding for the acquisition of shares in the entity or its holding company	24		Money	
3113	Loans outstanding subject to loan transfer arrangements	1		Money	
3114	Loans payable in default or breach [grouping]		60	Tuple	All Tuple Members to go: 1368, 1505, 527, 1224
3115	Loans and receivables	29		Money	
3116	Loans and receivables designated at fair value through profit or loss, free-text comment	29		String	
3119	Loans and receivables, trade and other receivables	29		Money	
3120	Loans repayable after five years, finance charges	13		Money	
3121	Loans repayable within five years, finance charges	13		Money	
3122	Loans repayable within one year, finance charges	13		Money	
3123	Loans repayable within two to five years, finance charges	13		Money	
3124	Loans to customers, loans and receivables	29		Money	
3125	Loans to other entities	13		Money	
3126	Loans to related parties, loans and receivables analysis	29		Money	
3127	Loans transferred and outstanding, gross	1	59	Money	
3128	Long-term borrowings, book value	13		Money	
3129	Long-term contracts: net cost less foreseeable losses	13		Money	
3130	Long-term contracts: payments on account received and receivable, not matched with turnover	13		Money	
3131	Long-term liabilities, acquisition	31		Money	
3133	Longevity figures, other regions [grouping]		61	Tuple	All Tuple Members to go: 1538, 3135, 3139, 3136, 3140
3135	Longevity in years at retirement for current pensioners, men	27	61	Decimal	
3136	Longevity in years at retirement for current pensioners, women	27	61	Decimal	
3137	Longevity in years at retirement for current UK pensioners, men	27		Decimal	
3138	Longevity in years at retirement for current UK pensioners, women	27		Decimal	
3139	Longevity in years at retirement for future pensioners, men	27	61	Decimal	
3140	Longevity in years at retirement for future pensioners, women	27	61	Decimal	
3141	Longevity in years at retirement for future UK pensioners, men	27		Decimal	
3142	Longevity in years at retirement for future UK pensioners, women	27		Decimal	
3143	Loss (gain) from deferred tax, acquisition and merger reserve	1		Money	
3144	Loss (gain) from deferred tax, capital redemption reserve	1		Money	
3145	Loss (gain) from deferred tax, other aggregate reserves	1		Money	
3146	Loss (gain) from deferred tax, other reserves	1		Money	
3147	Loss (gain) from deferred tax, profit and loss account	1		Money	All 1,39 HyIds to go
"	"	39		Money	"
3148	Loss (gain) from deferred tax, revaluation reserve	1		Money	
3149	Loss (gain) from deferred tax, revaluation reserve, investment properties	1		Money	
3150	Loss (gain) from deferred tax, revaluation reserve, other items	1		Money	
3151	Loss (gain) from deferred tax, revaluation reserve, properties	1		Money	
3152	Loss (gain) from deferred tax, total reserves	1		Money	
3153	Loss (gain) from ineffectiveness of specific cash flow hedge recognised in profit and loss	1	9	Money	
3154	Major non-cash transactions not described elsewhere [grouping]		62	Tuple	All Tuple Members to go: 1470
3155	Management Fee income	13		Money	
3159	Management fees payable	13		Money	
3161	Market research costs	13		Money	
3166	Market value of listed investments [grouping]		63	Tuple	All Tuple Members to go: 1151, 147, 4692
3167	Marketing and advertising costs	13		Money	
3171	Marketing, average number of employees	1		Decimal	
3172	Marketing costs	13		Money	
3176	Marketing, number of employees at date	1	70	Decimal	
3179	Materials costs	13		Money	
3189	Maximum credit risk exposure on specific type of financial asset	1	22	Money	
3190	Maximum exposure to credit risk	1		Money	
3191	Maximum exposure to credit risk of loans and receivables designated at fair value through profit or loss	29		Money	
3194	Members have not required the company to obtain an audit	1		String	
3195	Membership of qualifying partnership [grouping]		64	Tuple	All Tuple Members to go: 3238, 4195, 3030, 4507
3197	Membership of unlimited company [grouping]		65	Tuple	All Tuple Members to go: 3243, 4194, 3031
3198	Minority interest, balance sheet	1		Money	
3199	Minority interests	7		Money	
3200	Minority interests, acquisition	31		Money	
3201	Minority interests, disposal of subsidiaries	33		Money	
3202	Minority interests, extraordinary activities	1		Money	
3203	Minority interests free-text comment	1		String	
3207	Mortgage and asset backed securities, available-for-sale financial assets	29		Money	
3208	Mortgage and asset backed securities, financial assets through profit and loss, designated	29		Money	
3209	Mortgage and asset backed securities, financial assets through profit and loss, held for trading	29		Money	
3210	Mortgage and asset backed securities, held-to-maturity investments	29		Money	
3211	Mortgage loans, loans and receivables	29		Money	
3214	Movement in intangible fixed assets free-text comment	22		String	
3215	Mutual funds, available-for-sale financial assets	29		Money	
3216	Mutual funds, financial assets through profit and loss, designated	29		Money	
3217	Mutual funds, financial assets through profit and loss, held for trading	29		Money	
3218	Mutual funds, held-to-maturity investments	29		Money	
3219	Name of acquisition	31		String	
3220	Name of associate	35		String	
3221	Name of business segment	19		String	
3222	Name of controlling party	1	139	String	
3223	Name of defined benefit scheme	27		String	
3224	Name of defined contribution scheme	27		String	
3225	Name of department, average number of employees analysis	1	90	String	
3226	Name of department, number of employees at date analysis	1	91	String	
3227	Name of director signing accounts	40		Fixed	
3228	Name of ESOP trust	1	36	Money	
3229	Name of employee benefit trust	1	35	String	
3230	Name of geographic segment	20		String	
3231	Name of joint-venture	34		String	
3232	Name or description of disposal	33		String	
3233	Name or description of individual operation	1	48	String	
3234	Name of other participating interest or investment	37		String	
3235	Name of parent of largest group in which results are consolidated	1	99	String	
3236	Name of parent of smallest group in which results are consolidated	1	100	String	
3237	Name and qualifications of valuer or valuer's organisation	22	111	String	All 22,23,24 HyIds to go
"	"	23	111	String	"
"	"	24	111	String	"
"	"	22	113	String	"
"	"	23	113	String	"
"	"	24	113	String	"
"	"	22	140	String	"
"	"	23	140	String	"
"	"	24	140	String	"
3238	Name of qualifying partnership	1	64	String	
3239	Name of SORP	1	116	String	
3240	Name of share-based arrangement	28		String	
3241	Name of specific revenue type	1	114	String	
3242	Name of subsidiary	36		String	
3243	Name of unlimited company	1	65	String	
3244	Names of the related parties involved in the transaction	1	109	String	
3247	Negative goodwill added to reserves	1		Money	
3249	Net actuarial gain (loss) on defined benefit scheme not recognised in the balance sheet	27		Money	
3250	Net agreed contribution rate for period as percentage of pensionable earnings	27	2	Percent	
3251	Net assets acquired in creation of joint-ventures and associates, fair value	12		Money	
3252	Net assets contributed by the creation of joint-ventures and associates, book value	12		Money	
3253	Net assets disposed of with subsidiaries, including goodwill and minority interests	33		Money	
3254	Net assets disposed of with subsidiaries, not including goodwill and minority interests	33		Money	
3255	Net assets (liabilities) of acquisition, before goodwill	31		Money	
3256	Net assets (liabilities) of acquisition before minority interests	31		Money	
3257	Net assets (liabilities) of acquisitions, by segment	19		Money	All 19,20,31 HyIds to go
"	"	20		Money	"
"	"	31		Money	"
3258	Net assets (liabilities) of disposals, by segment	19		Money	All 19,20 HyIds to go
"	"	20		Money	"
3259	Net assets (liabilities), excluding goodwill, segmental breakdown	12		Money	All 12,17,18 HyIds to go
"	"	17		Money	"
"	"	18		Money	"
3260	Net assets (liabilities), including goodwill, segmental breakdown	12		Money	All 12,17,18 HyIds to go
"	"	17		Money	"
"	"	18		Money	"
3261	Net assets (liabilities), including pension asset (liability)	13		Money	
3262	Net assets (liability) excluding pension asset (liability)	13		Money	
3263	Net cash flow (outflow) from management of liquid resources free-text comment	13		String	
3265	Net cash (overdrafts) acquired with subsidiaries	13		Money	
3266	Net cash (overdrafts) acquired with trades and businesses	13		Money	
3267	Net cash (overdrafts) disposed of with subsidiaries	13		Money	
3268	Net cash (overdrafts) disposed of with trades or businesses	13		Money	
3269	Net cash payments to acquire subsidiaries	13		Money	
3270	Net cash payments to acquire trade or business	13		Money	
3271	Net cash receipts from sale of trade or business	13		Money	
3272	Net cash receipts on sale of subsidiaries	13		Money	
3273	Net cash receipts (payments) from purchase and sale of joint-ventures and associates	13		Money	
3274	Net cash receipts (payments) from purchase and sale of subsidiaries	13		Money	
3275	Net cash receipts (payments) from purchase and sale of trades and businesses	13		Money	
3276	Net contribution rate for latest period as percentage of pensionable earnings	27		Percent	
3277	Net current assets (liabilities)	13		Money	
3278	Net debt (funds)	13		Money	
3279	Net debt (funds) free-text comment	13		String	
3281	Net gain from other government assistance	9	83	Money	All 9,13 HyIds to go
"	"	13	83	Money	"
3283	Net income from fixed asset investments, subtotal	2		Money	
3284	Net increase (decrease) in borrowings	13		Money	
3289	Net increase (decrease) in long-term borrowings	13		Money	
3290	Net increase (decrease) in retirement benefit obligations from actuarial gains and losses	27		Money	
3291	Net increase (decrease) in retirement benefit obligations from business combinations	27		Money	
3292	Net increase (decrease) in retirement benefit obligations from business combinations and disposals	27		Money	
3293	Net increase (decrease) in retirement benefit obligations from contributions	27		Money	
3294	Net increase (decrease) in retirement benefit obligations from disposals	27		Money	
3295	Net increase (decrease) in retirement benefit obligations from foreign exchange differences	27		Money	
3296	Net increase (decrease) in retirement benefit obligations from settlements	27		Money	
3297	Net increase (decrease) in shareholders' funds	1		Money	
3298	Net increase (decrease) in short-term borrowings	13		Money	
3299	Net interest payable (receivable)	2		Money	All 2,13 HyIds to go
"	"	13		Money	"
3301	Net operating cash flow (outflow), acquired companies	13		Money	
3302	Net operating cash flow (outflow), sold companies	13		Money	
3303	Net operating costs, Format 1	10		Money	
3304	Net operating costs, Format 2	10		Money	
3305	Net other cash flows (outflows) from management of liquid resources	13		Money	
3306	Net payments for acquisitions	13		Money	
3307	Net payments for reacquisition or redemption of shares	1		Money	All 1,13 HyIds to go
"	"	13		Money	"
3308	Net proceeds from issue of debentures, loans, notes, bonds and other long term instruments	13		Money	
3309	Net proceeds from issue of shares and other equity instruments, excluding shares issued to minority interests	13		Money	
3310	Net proceeds from shares issued during the period	1		Money	
3311	Net proceeds of warrant issues which have lapsed unexercised	14		Money	
3312	Net receipts from disposals	13		Money	
3313	Net reduction (increase) in certificates of deposits	13		Money	
3314	Net reduction (increase) in other deposits	13		Money	
3315	Net reduction (increase) in short-term deposits	13		Money	
3316	Net reduction (increase) in term deposits	13		Money	
3317	Net returns on investment and servicing of finance, acquired companies	13		Money	
3318	Net returns on investment and servicing of finance, sold companies	13		Money	
3319	Net sale (purchase) of listed securities	13		Money	
3320	Net sale (purchase) of securities	13		Money	
3321	Net sale (purchase) of unlisted securities	13		Money	
3322	New finance leases	13		Money	
3323	New long-term borrowings	13		Money	
3324	New secured loans	13		Money	
3325	New secured loans [grouping]		66	Tuple	All Tuple Members to go: 1468, 5014
3326	New short-term borrowings	13		Money	
3327	New unsecured loans	13		Money	
3328	New unsecured loans [grouping]		67	Tuple	All Tuple Members to go: 1469, 5015
3329	Nominal amount of debenture loan / loans held by nominees or trustees of the entity	1	23	Money	
3330	Nominal value of shares issued	41	55	Money	
3331	Nominal value of shares issued for acquisitions	1		Money	
3332	Non-controlled investment funds, available-for-sale financial assets	29		Money	
3333	Non-controlled investment funds, financial assets through profit and loss, designated	29		Money	
3334	Non-controlled investment funds, financial assets through profit and loss, held for trading	29		Money	
3336	Non-disclosure of financial asset fair value information [grouping]		68	Tuple	All Tuple Members to go: 1568, 532, 1983, 533, 2270
3337	Non-disclosure of financial liability fair value information [grouping]		69	Tuple	All Tuple Members to go: 1575, 534, 1984, 535, 2271
3338	Non-instalment debts due after 5 years	1		Money	
3339	Non-interest bearing assets	12		Money	
3340	Non-interest bearing borrowings	29		Money	
3341	Non-interest bearing liabilities	12		Money	
3343	Non-interest bearing net assets (liabilities), segmental breakdown	12		Money	All 12,17,18 HyIds to go
"	"	17		Money	"
"	"	18		Money	"
3344	Non-redeemable preferred stock, available-for-sale financial assets	29		Money	
3345	Non-redeemable preferred stock, financial assets through profit and loss, designated	29		Money	
3346	Non-redeemable preferred stock, financial assets through profit and loss, held for trading	29		Money	
3347	Non-tax deductible amortisation of goodwill and impairment	1		Money	
3348	Non-tax deductible amortisation of goodwill and impairment, impact on tax rate	1		Percent	
3349	Non-taxable income	1		Money	
3350	Non-taxable income, impact on tax rate	1		Percent	
3351	Non-taxable income less expenses not deductible for tax purposes	1		Money	
3352	Non-taxable income less expenses not deductible for tax purposes, impact on tax rate	1		Percent	
3353	Non-taxable income less expenses not deductible for tax purposes, other than goodwill amortisation and impairment	1		Money	
3354	Non-taxable income less expenses not deductible for tax purposes, other than goodwill amortisation and impairment, impact on tax rate	1		Percent	
3355	Non-vested shares held by employee share ownership trusts	41		Share	
3356	Note of historical cost profits and losses free-text comment	1		String	
3363	Notional directly attributable acquisition costs (or deduction for expected selling costs) included in carrying amount	23	112	Money	
3364	Number of employees at date	1	70	Decimal	All 1,11 HyIds to go
"	"	11	70	Decimal	"
3365	Number of employees at date, analysis by specific department	1	91	Decimal	
3367	Number of employees at specific date [grouping]		70	Tuple	All Tuple Members to go: 1152, 3364, 3366, 122, 3978, 4236, 4325, 4346, 3176, 1743, 3511, 3651
3368	Number of employees subject to option grant	28	44	Integer	
3369	Number of equity instruments other than options granted during the period at measurement date	28	42	Integer	
3370	Number of share options exercisable	28		Integer	
3371	Number of share options exercised during the period	28		Integer	
3372	Number of share options expired during the period	28		Integer	
3373	Number of share options forfeited during the period	28		Integer	
3374	Number of share options granted during the period	28		Integer	
3376	Number of share options in set outstanding at end of period	28	121	Integer	
3377	Number of share options outstanding	28		Integer	
3378	Number of shares acquired	32		Share	
3379	Number of shares, allotted	41		Share	
3380	Number of shares allotted, increase (decrease) during period	41		Share	
3381	Number of shares authorised	41		Share	
3382	Number of shares covered by option	28	44	Share	All 28,41 HyIds to go
"	"	41	44	Share	"
"	"	28	122	Share	"
"	"	41	122	Share	"
3383	Number of shares issued	41	55	Share	
3384	Number of shares subject to options	41		Share	
3385	Number of shares which debt may convert to	1	31	Share	
3386	Obligation to pay book value	1	17	Money	
3387	Obligations under finance lease and hire purchase contracts	13		Money	
3388	Obligations under finance lease and hire purchase contracts after one year	13		Money	
3389	Obligations under finance lease and hire purchase contracts within one year	1		Money	All 1,13 HyIds to go
"	"	13		Money	"
3391	Obligations under finance leases and hire purchase contracts after five years	1		Money	
3392	Obligations under finance leases and hire purchase contracts between one to two years	1		Money	
3393	Obligations under finance leases and hire purchase contracts between two to five years	1		Money	
3394	Off balance sheet arrangement [grouping]		71	Tuple	All Tuple Members to go: 1473
3403	Operating costs and credits free-text comment	1		String	
3405	Operating costs, Format 1	10		Money	
3411	Operating lease expenditure	9		Money	All 9,38 HyIds to go
"	"	38		Money	"
3412	Operating lease rental receipts	9		Money	
3413	Operating leases expiring after five years	1		Money	
3414	Operating leases expiring between two and five years	1		Money	
3415	Operating leases expiring within one year	1		Money	
3416	Operating leases, finance charges	13		Money	
3422	Operating profit (loss)	2		Money	All 2,38 HyIds to go
"	"	38		Money	"
3423	Operating profit (loss) per share for discontinued operations before goodwill amortisation, diluted	41		PerShare	
3424	Operating profit (loss) per share for discontinued operations before goodwill amortisation, undiluted	41		PerShare	
3425	Operating profit (loss) per share for disposed businesses, diluted	41		PerShare	
3426	Operating profit (loss) per share for disposed businesses, undiluted	41		PerShare	
3427	Operating profit, utilisation of prior year provisions related to discontinued operations	1		Money	
3428	Option life in years	28	44	Decimal	
3431	Options, derivatives assets, designated as cash flow hedges	29		Money	
3432	Options, derivatives assets, designated as fair value hedges	29		Money	
3433	Options, derivatives assets, designated as hedges of net investment	29		Money	
3434	Options, derivatives assets, held for trading	29		Money	
3435	Options, derivatives liabilities, designated as cash flow hedges	29		Money	
3436	Options, derivatives liabilities, designated as fair value hedges	29		Money	
3437	Options, derivatives liabilities, designated as hedges of net investment	29		Money	
3438	Options on currency futures, derivatives assets, designated as cash flow hedges	29		Money	
3439	Options on currency futures, derivatives assets, designated as fair value hedges	29		Money	
3440	Options on currency futures, derivatives assets, designated as hedges of net investment	29		Money	
3441	Options on currency futures, derivatives assets, held for trading	29		Money	
3442	Options on currency futures, derivatives liabilities, designated as cash flow hedges	29		Money	
3443	Options on currency futures, derivatives liabilities, designated as fair value hedges	29		Money	
3444	Options on currency futures, derivatives liabilities, designated as hedges of net investment	29		Money	
3445	Options on currency futures, derivatives liabilities, held for trading	29		Money	
3446	Options on interest rate futures, derivatives assets, designated as cash flow hedges	29		Money	
3447	Options on interest rate futures, derivatives assets, designated as fair value hedges	29		Money	
3448	Options on interest rate futures, derivatives assets, designated as hedges of net investment	29		Money	
3449	Options on interest rate futures, derivatives assets, held for trading	29		Money	
3450	Options on interest rate futures, derivatives liabilities, designated as cash flow hedges	29		Money	
3451	Options on interest rate futures, derivatives liabilities, designated as fair value hedges	29		Money	
3452	Options on interest rate futures, derivatives liabilities, designated as hedges of net investment	29		Money	
3453	Options on interest rate futures, derivatives liabilities, held for trading	29		Money	
3454	Options on interest rate swaps (swaptions), derivatives assets, designated as cash flow hedges	29		Money	
3455	Options on interest rate swaps (swaptions), derivatives assets, designated as fair value hedges	29		Money	
3456	Options on interest rate swaps (swaptions), derivatives assets, designated as hedges of net investment	29		Money	
3457	Options on interest rate swaps (swaptions), derivatives assets, held for trading	29		Money	
