Id	Standard Label	Hypercube	Type	Comments
3088	Loans and finance leases disposed of with subsidiaries	33	Money	
3089	Loans, fixed asset investments, additions	25	Money	
3090	Loans, fixed asset investments, cost	25	Money	
3092	Loans, fixed asset investments, provisions	25	Money	
3093	Loans, fixed asset investments, provisions, made during period	25	Money	
3094	Loans, fixed asset investments, provisions, released	25	Money	
3095	Loans, fixed asset investments, repayments	25	Money	
3096	Loans, fixed asset investments, written off	25	Money	
3097	Loans from associates	12	Money	
3099	Loans from associates and joint-ventures	12	Money	
3101	Loans from directors after one year	13	Money	
3102	Loans from directors within one year	13	Money	
3103	Loans from joint-ventures	12	Money	
3106	Loans from other participating interests	12	Money	
3108	Loans from undertakings in which the entity has a participating interest	12	Money	
3114	Loans payable in default or breach [grouping]		Tuple	
3119	Loans and receivables, trade and other receivables	29	Money	
3124	Loans to customers, loans and receivables	29	Money	
3126	Loans to related parties, loans and receivables analysis	29	Money	
3129	Long-term contracts: net cost less foreseeable losses	13	Money	
3130	Long-term contracts: payments on account received and receivable, not matched with turnover	13	Money	
3148	Loss (gain) from deferred tax, revaluation reserve	1	Money	
3151	Loss (gain) from deferred tax, revaluation reserve, properties	1	Money	
3152	Loss (gain) from deferred tax, total reserves	1	Money	
3171	Marketing, average number of employees	1	Decimal	
3176	Marketing, number of employees at date	1	Decimal	
3189	Maximum credit risk exposure on specific type of financial asset	1	Money	
3190	Maximum exposure to credit risk	1	Money	
3195	Membership of qualifying partnership [grouping]		Tuple	
3197	Membership of unlimited company [grouping]		Tuple	
3199	Minority interests	7	Money	
3201	Minority interests, disposal of subsidiaries	33	Money	
3202	Minority interests, extraordinary activities	1	Money	
3203	Minority interests free-text comment	1	String	
3211	Mortgage loans, loans and receivables	29	Money	
3219	Name of acquisition	31	String	
3221	Name of business segment	19	String	
3230	Name of geographic segment	20	String	
3232	Name or description of disposal	33	String	
3238	Name of qualifying partnership	1	String	
3243	Name of unlimited company	1	String	
3244	Names of the related parties involved in the transaction	1	String	
3247	Negative goodwill added to reserves	1	Money	
3253	Net assets disposed of with subsidiaries, including goodwill and minority interests	33	Money	
3254	Net assets disposed of with subsidiaries, not including goodwill and minority interests	33	Money	
3257	Net assets (liabilities) of acquisitions, by segment	19	Money	HyId 31 via Bro 3424 but not this HyId 19
3257	Net assets (liabilities) of acquisitions, by segment	20	Money	HyId 31 via Bro 3424 but not this HyId 20
3258	Net assets (liabilities) of disposals, by segment	19	Money	Multi: TxId 3258 &amp; HyId 19 needed
3258	Net assets (liabilities) of disposals, by segment	20	Money	Multi: TxId 3258 &amp; HyId 20 needed
3259	Net assets (liabilities), excluding goodwill, segmental breakdown	12	Money	Multi: TxId 3259 &amp; HyId 12 needed
3259	Net assets (liabilities), excluding goodwill, segmental breakdown	17	Money	Multi: TxId 3259 &amp; HyId 17 needed
3259	Net assets (liabilities), excluding goodwill, segmental breakdown	18	Money	Multi: TxId 3259 &amp; HyId 18 needed
3260	Net assets (liabilities), including goodwill, segmental breakdown	12	Money	Multi: TxId 3260 &amp; HyId 12 needed
3260	Net assets (liabilities), including goodwill, segmental breakdown	17	Money	Multi: TxId 3260 &amp; HyId 17 needed
3260	Net assets (liabilities), including goodwill, segmental breakdown	18	Money	Multi: TxId 3260 &amp; HyId 18 needed
3262	Net assets (liability) excluding pension asset (liability)	13	Money	
3276	Net contribution rate for latest period as percentage of pensionable earnings	27	Percent	
3281	Net gain from other government assistance	9	Money	Have HyId 13 via Bro 1274 but after subset elim HyId should be 9
3303	Net operating costs, Format 1	10	Money	
3304	Net operating costs, Format 2	10	Money	
3329	Nominal amount of debenture loan / loans held by nominees or trustees of the entity	1	Money	
3338	Non-instalment debts due after 5 years	1	Money	
3339	Non-interest bearing assets	12	Money	
3340	Non-interest bearing borrowings	29	Money	
3341	Non-interest bearing liabilities	12	Money	
3343	Non-interest bearing net assets (liabilities), segmental breakdown	12	Money	Multi: TxId 3343 &amp; HyId 12 needed
3343	Non-interest bearing net assets (liabilities), segmental breakdown	17	Money	Multi: TxId 3343 &amp; HyId 17 needed
3343	Non-interest bearing net assets (liabilities), segmental breakdown	18	Money	Multi: TxId 3343 &amp; HyId 18 needed
3347	Non-tax deductible amortisation of goodwill and impairment	1	Money	
3348	Non-tax deductible amortisation of goodwill and impairment, impact on tax rate	1	Percent	
3349	Non-taxable income	1	Money	
3350	Non-taxable income, impact on tax rate	1	Percent	
3351	Non-taxable income less expenses not deductible for tax purposes	1	Money	
3352	Non-taxable income less expenses not deductible for tax purposes, impact on tax rate	1	Percent	
3353	Non-taxable income less expenses not deductible for tax purposes, other than goodwill amortisation and impairment	1	Money	
3354	Non-taxable income less expenses not deductible for tax purposes, other than goodwill amortisation and impairment, impact on tax rate	1	Percent	
3355	Non-vested shares held by employee share ownership trusts	39	Share	
3364	Number of employees at date	11	Decimal	
3365	Number of employees at date, analysis by specific department	1	Decimal	
3367	Number of employees at specific date [grouping]		Tuple	
3378	Number of shares acquired	32	Share	
3385	Number of shares which debt may convert to	1	Share	
3386	Obligation to pay book value	1	Money	
3391	Obligations under finance leases and hire purchase contracts after five years	1	Money	
3392	Obligations under finance leases and hire purchase contracts between one to two years	1	Money	
3393	Obligations under finance leases and hire purchase contracts between two to five years	1	Money	
3405	Operating costs, Format 1	10	Money	
3411	Operating lease expenditure	9	Money	
3412	Operating lease rental receipts	9	Money	
3423	Operating profit (loss) per share for discontinued operations before goodwill amortisation, diluted	39	PerShare	
3424	Operating profit (loss) per share for discontinued operations before goodwill amortisation, undiluted	39	PerShare	
3425	Operating profit (loss) per share for disposed businesses, diluted	39	PerShare	
3426	Operating profit (loss) per share for disposed businesses, undiluted	39	PerShare	
3469	Other assets held in pension scheme, expected rate of return (regulations prior to December 2006)	27	Percent	
3471	Other assets held in pension scheme, fair value (regulations prior to December 2006)	27	Money	
3476	Other borrowings	29	Money	
3482	Other central and common costs, business segment analysis	7	Money	
3483	Other central costs, geographic segment analysis	7	Money	
3484	Other cost, distribution activities [grouping]		Tuple	
3485	Other cost, farming activities [grouping]		Tuple	
3486	Other cost, manufacturing activities [grouping]		Tuple	
3487	Other cost, other activities [grouping]		Tuple	
3488	Other cost, trading activities [grouping]		Tuple	
3495	Other creditors after one year	13	Money	
3496	Other creditors due within one year	13	Money	
3497	Other creditors including taxation and social security after one year, subtotal	13	Money	
3499	Other creditors including taxation and social security within one year, subtotal	13	Money	
3510	Other departments, average number of employees	1	Decimal	
3511	Other departments, number of employees at date	1	Decimal	
3514	Other differences leading to an increase (decrease) in the tax charge	1	Money	
3515	Other differences leading to an increase (decrease) in the tax charge, impact on tax rate	1	Percent	
3522	Other EPS	39	PerShare	
3523	Other exceptional gain (loss) per share reported after operating profit (loss), diluted	39	PerShare	
3524	Other exceptional gain (loss) per share reported after operating profit (loss), undiluted	39	PerShare	
3536	Other external charges	10	Money	
3577	Other investment income	1	Money	
3586	Other loans after five years, by instalments	1	Money	
3587	Other loans after five years, not by instalments	1	Money	
3588	Other loans, loans and receivables	29	Money	
3593	Other materials cost, farming activities [grouping]		Tuple	
3608	Other operating charges, Format 2	10	Money	
3620	Other operating receipts	9	Money	
3633	Other payables	29	Money	
3640	Other provisions disposed of with subsidiaries	33	Money	
3669	Other tax relief (charge) on exceptional items	1	Money	
3670	Other tax relief (charge) on exceptional items, impact on tax rate	1	Percent	
3674	Other taxes not already shown	1	Money	
3676	Other timing differences leading to a decrease (increase) in taxation	1	Money	
3677	Other timing differences leading to a decrease (increase) in taxation, impact on tax rate	1	Percent	
3682	Other unusual debt book value	1	Money	
3683	Other unusual debt [grouping]		Tuple	
3694	Own shares, additions	39	Money	
3695	Own shares, aggregate nominal value	39	Money	
3696	Own shares, amount written off	39	Money	
3697	Own shares, cost	39	Money	
3701	Own shares, net book value	39	Money	
3702	Own shares, number	39	Share	
3704	Own shares, transfers	39	Money	
3705	Own shares, transfers written off	39	Money	
3706	Own shares, written of during period	39	Money	
3744	Payments by third parties for research and development on their behalf	12	Money	
3765	Pension costs	9	Money	
3769	Pension fund asset disposed of with subsidiaries	33	Money	
3772	Pension provisions disposed of with subsidiaries	33	Money	
3773	Pension reserve	1	Money	
3785	Pension scheme sensitivity free-text comment	27	String	
3846	Percentage share of share capital sold	33	Percent	
3847	Percentage of shares acquired	32	Percent	
3851	Percentage of turnover attributable to markets outside the UK	1	Percent	
3927	Premium on ordinary shares issued for acquisitions, net of expenses	1	Money	
3929	Premium on share issues - Gross	1	Money	
3930	Premium on share issues - Net	1	Money	
3939	Present value of total lease receivables	29	Money	
3941	Previously unrecognised surplus (deficit) deducted from (added to) service cost	27	Money	
3942	Previously unrecognised surplus (deficit) deducted from (added to) settlement or curtailments	27	Money	
3966	Prior period and policy change adjustments general free-text comment	1	String	
3972	Proceeds from disposal of subsidiaries	33	Money	
3976	Product remediation costs	9	Money	
3977	Production, average number of employees	1	Decimal	
3978	Production, number of employees at date	1	Decimal	
3986	Profit and loss account reserve adjustments free-text comment	1	String	
3991	Profit (loss) for period, diluted earnings	1	Money	
3995	Profit (loss) on disposal of subsidiaries	33	Money	
3999	Profit and loss account reserve, excluding pension reserve	1	Money	
4023	Provision for doubtful debt due from related party	1	Money	
4026	Provision per share for loss on sale or termination of operation, diluted	39	PerShare	
4027	Provision per share for loss on sale or termination of operation, undiluted	39	PerShare	
4044	Provisions disposed of with subsidiaries	33	Money	
4083	Provisions no longer required on disposed businesses and written back	1	Money	
4102	Purchase of own shares, decrease (increase) in total reserves	1	Money	
4133	Raw materials and consumables	9	Money	
4134	Realisation of property valuation gains of prior periods	1	Money	
4145	Receivable (payable) for interest rate swaps	1	Money	
4146	Receivables from related parties, loans and receivables analysis	29	Money	
4162	Recovery of aborted acquisition costs	9	Money	
4175	Redeemable preference share issues [grouping]		Tuple	
4176	Redeemable preference shares	29	Money	
4178	Redeemable preference shares free-text comment	1	String	
4180	Redemption date of convertible debt	1	Date	
4185	Redemption of preference shares, decrease (increase) in total reserves	1	Money	
4194	Registered office address of unlimited company	1	String	
4195	Registered or head office address of qualifying partnership	1	String	
4196	Reimbursement of costs	9	Money	Have HyId 13 via Bro 1276 but after subset elim HyId should be 9
4200	Related party transactions [grouping]		Tuple	
4212	Reorganisation, restructuring and redundancy costs	9	Money	
4213	Reorganising, restructuring and integrating of acquisitions	9	Money	
4224	Repayment date of specific bank loan	1	Date	
4230	Research and development, average number of employees	1	Decimal	
4231	Research and development costs	12	Money	Have HyId 13 via Bro 952 but after subset elim HyId should be 12
4235	Research and development exceptional costs	12	Money	
4236	Research and development, number of employees at date	1	Decimal	
4238	Research and development tax credit	1	Money	
4241	Reserves free-text comment	1	String	
4248	Restructuring provisions disposed of with subsidiaries	33	Money	
4253	Return on assets	1	Decimal	
4255	Return on shareholders' funds	1	Decimal	
4261	Revaluation of interests in subsidiary undertakings, increase (decrease) in total reserves	1	Money	
4272	Revaluation reserve, properties	1	Money	
4274	Revaluation surplus in period	14	Money	Have HyId 1 via Bro 2175 but after subset elim HyId should be 14
4277	Revaluation surplus in period, properties	1	Money	
4282	Revenue of acquisitions free-text comment	31	String	HyId 15 via Bro 490 but not this HyId 31
4296	Rollover relief on profit on disposal of fixed assets	1	Money	
4297	Rollover relief on profit on disposal of fixed assets, impact on tax rate	1	Percent	
4302	Royalty, licence and similar receivables	9	Money	Have HyId 13 via Bro 1278 but after subset elim HyId should be 9
4321	Sales of capacity, net receipts	9	Money	
4324	Sales, marketing and distribution, average number of employees	1	Decimal	
4325	Sales, marketing and distribution, number of employees at date	1	Decimal	
4331	Secured debentures and other loans, total liability	29	Money	
4332	Secured debts	13	Money	
4345	Selling, average number of employees	1	Decimal	
4346	Selling, number of employees at date	1	Decimal	
4376	Share-related awards, increase (decrease) in total reserves	1	Money	
4381	Share of contingent liabilities of associates and joint-ventures	1	Money	
4384	Share dividend alternative, increase (decrease) in total reserves	1	Money	
4386	Share issues expenses	1	Money	
4391	Share of net assets (liabilities) of joint-ventures and associates free-text comment	12	String	
4400	Share price high in period	1	Money	
4401	Share price low in period	1	Money	
4407	Shares in issue	39	Share	
4418	Short term timing differences leading to a decrease (increase) in taxation	1	Money	
4419	Short term timing differences leading to a decrease (increase) in taxation, impact on tax rate	1	Percent	
4420	Social security costs	9	Money	
4422	Special circumstances, other than those relating to exceptional items, affecting the tax charge [grouping]		Tuple	
4423	Special circumstances relating to exceptional items affecting the tax charge [grouping]		Tuple	
4424	Special factors affecting joint-ventures and associates leading to an increase (decrease) in the tax charge	1	Money	
4425	Special factors affecting joint-ventures and associates leading to an increase (decrease) in the tax charge, impact on tax rate	1	Percent	
4434	Specific increase (decrease) in fair value / available-for-sale reserve	1	Money	
4437	Specific loan due after five years [grouping]		Tuple	
4450	Staff costs	9	Money	
4500	Standard (nominal) tax rate	1	Percent	
4507	Statement on how the accounts of the qualifying partnership have been handled	1	String	
4511	Statement on treatment for tax purposes of amounts debited or credited to fair value reserve	1	String	
4533	Stocks disposed of with subsidiaries	33	Money	
4534	Stocks free-text comment	13	String	
4566	Subordinated debt book value	1	Money	
4567	Subordinated debt details [grouping]		Tuple	
4646	Tangible assets disposed of with subsidiaries	33	Money	
4675	Tax attributable to investment income	1	Money	
4676	Tax deduction arising from exercise of employee options	1	Money	
4677	Tax deduction arising from exercise of employee options, impact on tax rate	1	Percent	
4695	Tax on extraordinary profit (loss) arising from foreign tax	1	Money	
4696	Tax on extraordinary profit (loss) arising from UK corporation tax	1	Money	
4697	Tax on extraordinary profit (loss) arising from UK income tax	1	Money	
4698	Tax on extraordinary profit (loss), including adjustments to tax on earlier extraordinary items	1	Money	
4699	Tax on group profit on ordinary activities at standard UK tax rate	1	Money	
4700	Tax on non-operating exceptional items	1	Money	
4701	Tax on operating exceptional items	1	Money	
4702	Tax on profit on ordinary activities free-text comment	1	String	
4705	Tax on recognised gains and losses not included in the profit and loss account	1	Money	
4707	Tax relating to exceptional items per share, diluted	39	PerShare	
4708	Tax relating to exceptional items per share, undiluted	39	PerShare	
4709	Tax that will become payable if conditions are not met	1	Money	
4711	Taxation creditors disposed of with subsidiaries	33	Money	
4714	Taxation and deferred taxation provisions disposed of with subsidiaries	33	Money	
4719	Taxation related to disposal of subsidiaries	33	Money	
4749	Total assets	12	Money	
4751	Total assets, excluding goodwill	12	Money	
4752	Total assets less current liabilities	13	Money	
4753	Total assets, segmental breakdown	17	Money	Multi: TxId 4753 &amp; HyId 17 needed
4753	Total assets, segmental breakdown	18	Money	Multi: TxId 4753 &amp; HyId 18 needed
4755	Total capital	1	Money	
4759	Total central and common costs, business segment analysis	7	Money	
4760	Total central costs, geographic segment analysis	7	Money	
4771	Total current tax on exceptional items	1	Money	
4773	Total deferred tax on exceptional items	1	Money	
4776	Total dividend payment	26	Money	Have HyId 1 via Bro 1786 but after subset elim HyId should be 26
4777	Total dividend per share	26	PerShare	
4778	Total entity costs	7	Money	
4779	Total exceptional gain (loss) for operating and non-operating items after tax	1	Money	
4780	Total exceptional gain (loss) for operating and non-operating items before tax	1	Money	
4781	Total exceptional gain (loss) per share for operating and non-operating items, diluted	39	PerShare	
4782	Total exceptional gain (loss) per share for operating and non-operating items, undiluted	39	PerShare	
4783	Total extraordinary charges	1	Money	
4784	Total extraordinary income	1	Money	
4792	Total increase (decrease) of taxation charge caused by sale or termination of operations	1	Money	
4793	Total interest bearing net assets (liabilities)	12	Money	Multi: TxId 4793 &amp; HyId 12 needed
4793	Total interest bearing net assets (liabilities)	17	Money	Multi: TxId 4793 &amp; HyId 17 needed
4793	Total interest bearing net assets (liabilities)	18	Money	Multi: TxId 4793 &amp; HyId 18 needed
4798	Total liabilities	12	Money	
4800	Total liabilities, excluding goodwill	12	Money	
4804	Total non-interest bearing net assets (liabilities)	12	Money	Multi: TxId 4804 &amp; HyId 12 needed
4804	Total non-interest bearing net assets (liabilities)	17	Money	Multi: TxId 4804 &amp; HyId 17 needed
4804	Total non-interest bearing net assets (liabilities)	18	Money	Multi: TxId 4804 &amp; HyId 18 needed
4805	Total other dividend payment	26	Money	
4808	Total participating dividend payment	26	Money	
4810	Total reserves	1	Money	
4824	Total tax on exceptional items	1	Money	
4826	Total transfer to (from) total reserves	1	Money	
4827	Total UK and foreign current tax, after adjustments and relief	12	Money	
4828	Total UK and foreign deferred tax	12	Money	
4832	Trade creditors disposed of with subsidiaries	33	Money	
4841	Trade and other payables	29	Money	
4842	Trade and other payables free-text comment	29	String	
4846	Trade payables	29	Money	
4847	Trade payables and accrued expenses	29	Money	
4848	Trade receivables	29	Money	
4852	Transactions with subsidiaries, joint-ventures or associates which are not recognised [grouping]		Tuple	
4857	Transfer from revaluation reserve of amount equivalent to additional depreciation of revalued assets	1	Money	
4858	Transfer from revaluation reserve of amount equivalent to additional depreciation of revalued assets, properties	1	Money	
4863	Transfer from (to) equity reserve	1	Money	
4871	Transfer of realised revaluation surplus from revaluation reserve	1	Money	
4874	Transfer of realised revaluation surplus from revaluation reserve, properties	1	Money	
4891	Transitional relief [grouping]		Tuple	
4917	UK current corporation tax	12	Money	
4918	UK current corporation tax after adjustment for prior periods	12	Money	
4919	UK current corporation tax after double-taxation relief, before adjustment for prior periods	12	Money	
4920	UK current corporation tax on income for the period	1	Money	
4921	UK deferred tax	12	Money	
4922	UK and foreign current tax, before adjustments and relief	12	Money	
4923	UK income tax	1	Money	
4928	Undrawn borrowing facilities	1	Money	
4929	Undrawn borrowing facilities, fixed rate	1	Money	
4930	Undrawn borrowing facilities, floating rate	1	Money	
4931	Undrawn committed borrowing facilities	1	Money	
4932	Undrawn committed borrowing facilities expiring after two years	1	Money	
4933	Undrawn committed borrowing facilities expiring between one to two years	1	Money	
4934	Undrawn committed borrowing facilities expiring within one year	1	Money	
4957	Unrecognised deferred tax asset [grouping]		Tuple	
4958	Unrecognised deferred tax [grouping]		Tuple	
4959	Unrelieved loss on disposal of operation	1	Money	
4960	Unrelieved loss on disposal of operation, impact on tax rate	1	Percent	
4961	Unrelieved loss on foreign subsidiaries	1	Money	
4962	Unrelieved loss on foreign subsidiaries, impact on tax rate	1	Percent	
4963	Unrelieved tax losses carried forward	1	Money	
4964	Unrelieved tax losses carried forward, impact on tax rate	1	Percent	
4965	Unsecured debentures and other loans, total liability	29	Money	
4966	Unsecured guarantees by subsidiaries to third parties	1	Money	
4968	Unusual debt free-text comment	1	String	
4970	Unwinding of discount on provisions serving to decrease (increase) discounted provisions	13	Money	
4988	Utilisation of tax losses	1	Money	
4989	Utilisation of tax losses, impact on tax rate	1	Percent	
5001	Vacant property provisions disposed of with subsidiaries	33	Money	
5013	Value of liabilities in pension scheme	27	Money	
5058	Wages and salaries	9	Money	
5088	Withholding tax	1	Money	
5095	Work in progress in respect of long-term contracts	13	Money	
5100	Write-off of acquisition goodwill previously set against reserves	1	Money	
5111	Accounts are in accordance with special provisions in section 445(3) of the Companies Act relating to medium-sized companies	1	String	
5144	Description of arrangements related to employees, such as provision of information and consultation	1	String	
5155	Description of reasons for purchase of own shares	39	String	
5156	Description of special circumstances and the type, number and nominal values of shares acquired, disposed of or charged	39	Money	
5180	Dividend recommended by directors	1	Money	
5183	Employment of disabled persons policy	1	String	
5186	Exercise price of option	28	Money	HyId 38 via Bro 362, HyId 39 via Bro 3474 but not this HyId 28
5207	Maximum nominal value of own shares held by entity in period	39	Money	
5208	Maximum number of own shares held by entity in period	39	Share	
5210	Net consideration paid for own shares	39	Money	
5213	Nominal value of own shares purchased	39	Money	
5214	Nominal value of own shares sold	39	Money	
5224	Number of own shares purchased	39	String	
5225	Number of own shares sold	39	Share	
5246	Own shares acquired or held in special circumstances [grouping]		Tuple	
5247	Payment of creditors policy and practice	1	String	
5253	Percentage of called-up share capital represented by purchases during the period	39	Percent	
5262	Purchase of own shares	39	Money	
5263	Purchase of own shares free-text comment	39	String	
5268	Sale of own shares	39	Money	
5274	Statement on qualifying third party indemnity provisions	1	String	
5275	Statement on quality and completeness of information provided to auditors	1	String	
5358	Business report copyright statement	1	String	
5361	Business report name	1	String	
5362	Business report principal language	45	Fixed	
5364	Business report publisher name, if different from entity	1	String	
5369	Code for activity	42	String	
5370	Companies House document authentication	1	String	
5382	Date of formation or incorporation	1	Date	
5383	Date of revision	1	Date	
5384	Date when ceased to be legal or registered name	1	String	
5386	Description of activity code system	42	String	
5387	Description of business report	1	String	
5391	Description or title of author	1	String	
5392	Description of other activities	42	String	
5394	Description of principal activities	42	String	
5395	Description of revision	1	String	
5396	Description of share type	32	String	Have HyId 39 via Bro 3442 but after subset elim HyId should be 32
5397	Description of specific security of entity	44	String	
5464	Entity activity code [grouping]		Tuple	
5471	Entity former legal or registered name	1	String	
5472	Entity former legal or registered name [grouping]		Tuple	
5482	Entity listing [grouping]		Tuple	
5493	Entity trading name	1	String	
5513	Legal form of entity	1	EntityForm	
5518	Main trading symbol on exchange	44	String	
5523	Name of author	1	String	
5526	Name of revision author	1	String	
5540	Other currency used in business report	43	Fixed	
5575	Principal currency used in business report	43	Fixed	
5577	Principal stock exchange	44	Fixed	
5578	Is principle document author	1	Boolean	
5585	Secondary stock exchange	44	Fixed	
5593	Symbol of specific security of entity	44	String	
5601	UK VAT registration number	1	String	
5611	Version number of revision	1	String	
