Id	Type	Level	Bro Name	Name 0	N 1	N 2	N 3	N 4	N 5	BD	Tx Id	Data Type	Sign	Acct Types	Post Type	RO	Hy Id	Excl Dims	Incl Dims	DiMeId	Except	Amort	Sum Up	Totalling	Sum To	Related	StartEnd	Context	Zones	Order	Descr	Comment	I Tx Std Label	I Allowable Dims	I Man Dim	I Prop Dim	I Tuples	I Tag	I Tx Type	I Tx Period	I StartEnd Bros	I Tx Sign	I Tx Hys
414	Ele	1	  TPAs.LocalNumber	TPAs	LocalNumber					 	5514	String		Info			41	"36,37"								 		TPA					Local number	"1,3,34,35,38,39,42"	M 34	35 o		uk-bus:LocalNumber	String	Duration			"40,41"
415	Ele	1	  TPAs.ExtensionNumber	TPAs	ExtensionNumber					 	5497	String		Info			41	"36,37"								 		TPA					Extension number	"1,3,34,35,38,39,42"	M 34	35 o		uk-bus:ExtensionNumber	String	Duration			"40,41"
416	Ele	1	  TPAs.NameMainContactPerson	TPAs	NameMainContactPerson					 	5525	String		Info			41	"36,37,38"								 		TPA					Name of main contact person	"1,3,34,35,39,42"	M 34	35 o		uk-bus:NameMainContactPerson	String	Duration			"40,41"
417	Ele	1	  TPAs.JobTitlePositionMainContactPerson	TPAs	JobTitlePositionMainContactPerson					 	5506	String		Info			41	"36,37,38"								 		TPA					Job title / position of main contact person	"1,3,34,35,39,42"	M 34	35 o		uk-bus:JobTitlePositionMainContactPerson	String	Duration			"40,41"
418	Ele	1	  TPAs.OtherInformationOnContactPersons	TPAs	OtherInformationOnContactPersons					 	5541	String		Info			41	"36,37,38"								 		TPA					Other information on contact persons	"1,3,34,35,39,42"	M 34	35 o		uk-bus:OtherInformationOnContactPersons	String	Duration			"40,41"
419	Ele	1	  TPAs.WebsiteMainPageURL	TPAs	WebsiteMainPageURL					 	5613	String		Info			41	"36,37,38"								 		TPA					Website main page URL	"1,3,34,35,39,42"	M 34	35 o		uk-bus:WebsiteMainPageURL	Uri	Duration			"40,41"
420	Ele	1	  TPAs.DescrOrOtherInformationOnWebsite	TPAs	DescrOrOtherInformationOnWebsite					 	5390	String		Info			41	"36,37,38"								 		TPA					Description or other information on website	"1,3,34,35,39,42"	M 34	35 o		uk-bus:DescriptionOrOtherInformationOnWebsite	String	Duration			"40,41"
421	Ele	1	  TPAs.NameOrLocationOfficePerformingAudit	TPAs	NameOrLocationOfficePerformingAudit					 	5316	String		Info			41	"36,37,38"								 		TPA					Name or location of office performing audit	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:NameOrLocationOfficePerformingAudit	String	Duration			41
422	Ele	1	  TPAs.NameIndividualAuditorOrAccountant	TPAs	NameIndividualAuditorOrAccountant					 	5315	String		Info			41	"36,37,38"								 		TPA					Name of individual auditor or accountant	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:NameIndividualAuditorOrAccountant	String	Duration			41
423	Ele	1	  TPAs.NameSeniorStatutoryAuditor	TPAs	NameSeniorStatutoryAuditor					 	5317	String		Info			41	"36,37,38"								 		TPA					Name of senior statutory auditor	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:NameSeniorStatutoryAuditor	String	Duration			41
424	Ele	1	  TPAs.StatementOnScopeAuditReport	TPAs	StatementOnScopeAuditReport					 	5331	String		Info			41	"36,37,38"								 		TPA					Statement on scope of audit report	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:StatementOnScopeAuditReport	String	Duration			41
425	Ele	1	  TPAs.StatementResponsibilities	TPAs	StatementResponsibilities					 	5333	String		Info			41	"36,37,38"								 		TPA					Statement of responsibilities	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:StatementResponsibilities	String	Duration			41
426	Ele	1	  TPAs.BasisAuditOpinion	TPAs	BasisAuditOpinion					 	5290	String		Info			41	"36,37,38"								 		TPA					Basis of audit opinion	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:BasisAuditOpinion	String	Duration			41
427	Ele	1	  TPAs.OpinionAuditorsOnEntity	TPAs	OpinionAuditorsOnEntity					 	5318	String		Info			41	"36,37,38"								 		TPA					Opinion of auditors on entity	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:OpinionAuditorsOnEntity	String	Duration			41
428	Ele	1	  TPAs.EmphasisMatterStatement	TPAs	EmphasisMatterStatement					 	5299	String		Info			41	"36,37,38"								 		TPA					Emphasis of matter statement	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:EmphasisMatterStatement	String	Duration			41
429	Ele	1	  TPAs.StatementByAuditorThatCoEntitledToDeliverAbbreviatedAccountsAccountsProperlyPrepared	TPAs	StatementByAuditorThatCoEntitledToDeliverAbbreviatedAccountsAccountsProperlyPrepared					 	5328	Boolean		Info			41	"36,37,38"								 		TPA					Statement by auditor that company is entitled to deliver abbreviated accounts and accounts properly prepared	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:StatementByAuditorThatCompanyEntitledToDeliverAbbreviatedAccountsAccountsProperlyPrepared	Boolean	Duration			41
430	Ele	1	  TPAs.StatementOnReasonsForAnyQualificationOpinion	TPAs	StatementOnReasonsForAnyQualificationOpinion					 	5329	String		Info			41	"36,37,38"								 		TPA					Statement on reasons for any qualification of opinion	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:StatementOnReasonsForAnyQualificationOpinion	String	Duration			41
431	Ele	1	  TPAs.StatementOnResponsibilityForMaintenanceIntegrityFinancialStatementsOnWebsite	TPAs	StatementOnResponsibilityForMaintenanceIntegrityFinancialStatementsOnWebsite					 	5330	String		Info			41	"36,37,38"								 		TPA					Statement on responsibility for maintenance and integrity of financial statements on website	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:StatementOnResponsibilityForMaintenanceIntegrityFinancialStatementsOnWebsite	String	Duration			41
432	Ele	1	  TPAs.StatementOnScopeLegislationCoveringFinancialStatements	TPAs	StatementOnScopeLegislationCoveringFinancialStatements					 	5332	String		Info			41	"36,37,38"								 		TPA					Statement on the scope of the legislation covering the financial statements	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:StatementOnScopeLegislationCoveringFinancialStatements	String	Duration			41
433	Set	1	  TPAs.TotalFeesToAuditors	TPAs	TotalFeesToAuditors					 	5337	Money	Debit	Info	Sch		41	"36,37,38"					+			 		TPA					Total fees to auditors	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:TotalFeesToAuditors	Money	Duration		Debit	41
434	Set	2	    TPAs.TotalFeesToAuditors.FeesAndExpenses	TPAs	TotalFeesToAuditors	FeesAndExpenses				 	5284	Money	Debit	Info	Sch		41	"36,37,38"					+			 		TPA					Audit fees and expenses	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:AuditFeesExpenses	Money	Duration		Debit	41
435	Ele	3	      TPAs.TotalFeesToAuditors.FeesAndExpenses.DescrBenefitsInKindForServices	TPAs	TotalFeesToAuditors	FeesAndExpenses	DescrBenefitsInKindForServices			 	5295	String		Info			41	"36,37,38"								 		TPA					Description of benefits in kind for audit services	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:DescriptionBenefitsInKindForAuditServices	String	Duration			41
436	Ele	3	      TPAs.TotalFeesToAuditors.FeesAndExpenses.EstimatedMoneyValueBenefitsInKindForServices	TPAs	TotalFeesToAuditors	FeesAndExpenses	EstimatedMoneyValueBenefitsInKindForServices			 	5300	Money	Debit	Info	Sch		41	"36,37,38"					+			 		TPA					Estimated money value of benefits in kind for audit services	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:EstimatedMoneyValueBenefitsInKindForAuditServices	Money	Duration		Not set	41
437	Set	1	  TPAs.FeesForNonauditServices	TPAs	FeesForNonauditServices					 	5302	Money	Debit	Info	Sch		41	"36,37,38"					+			 		TPA					Fees for non-audit services	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:FeesForNon-auditServices	Money	Duration		Debit	41
438	Set	2	    TPAs.FeesForNonauditServices.AuditingAccountsAssocsPursuantToLegislation	TPAs	FeesForNonauditServices	AuditingAccountsAssocsPursuantToLegislation				 	5285	Money	Debit	Info	Sch		41	"36,37,38"					+			 		TPA					"Auditing accounts of associates pursuant to legislation, fees"	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:AuditingAccountsAssociatesPursuantToLegislationFees	Money	Duration		Debit	41
439	Ele	3	      TPAs.FeesForNonauditServices.AuditingAccountsAssocsPursuantToLegislation.OfPensionSchemes	TPAs	FeesForNonauditServices	AuditingAccountsAssocsPursuantToLegislation	OfPensionSchemes			 	5287	Money	Debit	Info	Sch		41	"36,37,38"					+			 		TPA					"Auditing accounts of associates pursuant to legislation, pension schemes, fees"	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:AuditingAccountsOfAssociatesPursuantToLegislationPensionSchemesFees	Money	Duration		Debit	41
440	Ele	3	      TPAs.FeesForNonauditServices.AuditingAccountsAssocsPursuantToLegislation.OfEntityAndSubsidiaries	TPAs	FeesForNonauditServices	AuditingAccountsAssocsPursuantToLegislation	OfEntityAndSubsidiaries			 	5286	Money	Debit	Info	Sch		41	"36,37,38"					+			 		TPA					"Auditing accounts of associates pursuant to legislation, entity and subsidiaries, fees"	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:AuditingAccountsOfAssociatesPursuantToLegislationEntityAndSubsidiariesFees	Money	Duration		Debit	41
441	Set	2	    TPAs.FeesForNonauditServices.OtherPursuantToSuchLegislation	TPAs	FeesForNonauditServices	OtherPursuantToSuchLegislation				 	5323	Money	Debit	Info	Sch		41	"36,37,38"					+			 		TPA					"Other services pursuant to such legislation, fees"	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:OtherServicesPursuantToSuchLegislationFees	Money	Duration		Debit	41
442	Ele	3	      TPAs.FeesForNonauditServices.OtherPursuantToSuchLegislation.PensionSchemes	TPAs	FeesForNonauditServices	OtherPursuantToSuchLegislation	PensionSchemes			 	5324	Money	Debit	Info	Sch		41	"36,37,38"					+			 		TPA					"Other services pursuant to such legislation, pension schemes, fees"	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:OtherServicesPursuantToSuchLegislationPensionSchemesFees	Money	Duration		Debit	41
443	Ele	3	      TPAs.FeesForNonauditServices.OtherPursuantToSuchLegislation.Subsidiaries	TPAs	FeesForNonauditServices	OtherPursuantToSuchLegislation	Subsidiaries			 	5322	Money	Debit	Info	Sch		41	"36,37,38"					+			 		TPA					"Other services pursuant to such legislation, entity and subsidiaries, fees"	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:OtherServicesPursuantToSuchLegislationEntitySubsidiariesFees	Money	Duration		Debit	41
444	Set	2	    TPAs.FeesForNonauditServices.Taxation	TPAs	FeesForNonauditServices	Taxation				 	5335	Money	Debit	Info	Sch		41	"36,37,38"					+			 		TPA					Taxation services fees	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:TaxationServicesFees	Money	Duration		Debit	41
445	Ele	3	      TPAs.FeesForNonauditServices.Taxation.PensionSchemes	TPAs	FeesForNonauditServices	Taxation	PensionSchemes			 	5336	Money	Debit	Info	Sch		41	"36,37,38"					+			 		TPA					"Taxation services, pension schemes, fees"	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:TaxationServicesPensionSchemesFees	Money	Duration		Debit	41
446	Ele	3	      TPAs.FeesForNonauditServices.Taxation.Subsidiaries	TPAs	FeesForNonauditServices	Taxation	Subsidiaries			 	5334	Money	Debit	Info	Sch		41	"36,37,38"					+			 		TPA					"Taxation services, entity and subsidiaries, fees"	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:TaxationServicesEntitySubsidiariesFees	Money	Duration		Debit	41
447	Set	2	    TPAs.FeesForNonauditServices.InformationTechnology	TPAs	FeesForNonauditServices	InformationTechnology				 	5307	Money	Debit	Info	Sch		41	"36,37,38"					+			 		TPA					"Information technology services, fees"	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:InformationTechnologyServicesFees	Money	Duration		Debit	41
448	Ele	3	      TPAs.FeesForNonauditServices.InformationTechnology.PensionSchemes	TPAs	FeesForNonauditServices	InformationTechnology	PensionSchemes			 	5308	Money	Debit	Info	Sch		41	"36,37,38"					+			 		TPA					"Information technology services, pension schemes, fees"	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:InformationTechnologyServicesPensionSchemesFees	Money	Duration		Debit	41
449	Ele	3	      TPAs.FeesForNonauditServices.InformationTechnology.Subsidiaries	TPAs	FeesForNonauditServices	InformationTechnology	Subsidiaries			 	5306	Money	Debit	Info	Sch		41	"36,37,38"					+			 		TPA					"Information technology services, entity and subsidiaries, fees"	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:InformationTechnologyServicesEntitySubsidiariesFees	Money	Duration		Debit	41
450	Set	2	    TPAs.FeesForNonauditServices.InternalAudit	TPAs	FeesForNonauditServices	InternalAudit				 	5310	Money	Debit	Info	Sch		41	"36,37,38"					+			 		TPA					Internal audit fees	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:InternalAuditFees	Money	Duration		Debit	41
451	Ele	3	      TPAs.FeesForNonauditServices.InternalAudit.PensionSchemes	TPAs	FeesForNonauditServices	InternalAudit	PensionSchemes			 	5311	Money	Debit	Info	Sch		41	"36,37,38"					+			 		TPA					"Internal audit, pension schemes, fees"	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:InternalAuditPensionSchemesFees	Money	Duration		Debit	41
452	Ele	3	      TPAs.FeesForNonauditServices.InternalAudit.Subsidiaries	TPAs	FeesForNonauditServices	InternalAudit	Subsidiaries			 	5309	Money	Debit	Info	Sch		41	"36,37,38"					+			 		TPA					"Internal audit, entity and subsidiaries, fees"	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:InternalAuditEntitySubsidiariesFees	Money	Duration		Debit	41
453	Set	2	    TPAs.FeesForNonauditServices.Litigation	TPAs	FeesForNonauditServices	Litigation				 	5313	Money	Debit	Info	Sch		41	"36,37,38"					+			 		TPA					"Litigation services, fees"	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:LitigationServicesFees	Money	Duration		Debit	41
454	Ele	3	      TPAs.FeesForNonauditServices.Litigation.PensionSchemes	TPAs	FeesForNonauditServices	Litigation	PensionSchemes			 	5314	Money	Debit	Info	Sch		41	"36,37,38"					+			 		TPA					"Litigation services, pension schemes, fees"	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:LitigationServicesPensionSchemesFees	Money	Duration		Debit	41
455	Ele	3	      TPAs.FeesForNonauditServices.Litigation.Subsidiaries	TPAs	FeesForNonauditServices	Litigation	Subsidiaries			 	5312	Money	Debit	Info	Sch		41	"36,37,38"					+			 		TPA					"Litigation services, entity and subsidiaries, fees"	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:LitigationServicesEntitySubsidiariesFees	Money	Duration		Debit	41
456	Set	2	    TPAs.FeesForNonauditServices.RecruitmentRemuneration	TPAs	FeesForNonauditServices	RecruitmentRemuneration				 	5326	Money	Debit	Info	Sch		41	"36,37,38"					+			 		TPA					"Recruitment and remuneration services, fees"	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:RecruitmentRemunerationServicesFees	Money	Duration		Debit	41
457	Ele	3	      TPAs.FeesForNonauditServices.RecruitmentRemuneration.PensionSchemes	TPAs	FeesForNonauditServices	RecruitmentRemuneration	PensionSchemes			 	5327	Money	Debit	Info	Sch		41	"36,37,38"					+			 		TPA					"Recruitment and remuneration services, pension schemes, fees"	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:RecruitmentRemunerationServicesPensionSchemesFees	Money	Duration		Debit	41
458	Ele	3	      TPAs.FeesForNonauditServices.RecruitmentRemuneration.Subsidiaries	TPAs	FeesForNonauditServices	RecruitmentRemuneration	Subsidiaries			 	5325	Money	Debit	Info	Sch		41	"36,37,38"					+			 		TPA					"Recruitment and remuneration services, entity and subsidiaries, fees"	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:RecruitmentRemunerationServicesEntitySubsidiariesFees	Money	Duration		Debit	41
459	Set	2	    TPAs.FeesForNonauditServices.CorporateFinanceTransactions	TPAs	FeesForNonauditServices	CorporateFinanceTransactions				 	5292	Money	Debit	Info	Sch		41	"36,37,38"					+			 		TPA					"Corporate finance transactions, fees"	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:CorporateFinanceTransactionsFees	Money	Duration		Debit	41
460	Ele	3	      TPAs.FeesForNonauditServices.CorporateFinanceTransactions.PensionSchemes	TPAs	FeesForNonauditServices	CorporateFinanceTransactions	PensionSchemes			 	5293	Money	Debit	Info	Sch		41	"36,37,38"					+			 		TPA					"Corporate finance transactions, pension schemes, fees"	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:CorporateFinanceTransactionsPensionSchemesFees	Money	Duration		Debit	41
461	Ele	3	      TPAs.FeesForNonauditServices.CorporateFinanceTransactions.Subsidiaries	TPAs	FeesForNonauditServices	CorporateFinanceTransactions	Subsidiaries			 	5291	Money	Debit	Info	Sch		41	"36,37,38"					+			 		TPA					"Corporate finance transactions, entity and subsidiaries, fees"	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:CorporateFinanceTransactionsEntitySubsidiariesFees	Money	Duration		Debit	41
462	Set	2	    TPAs.FeesForNonauditServices.Others	TPAs	FeesForNonauditServices	Others				 	5320	Money	Debit	Info	Sch		41	"36,37,38"					+			 		TPA					"Other non-audit services, fees"	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:OtherNon-auditServicesFees	Money	Duration		Debit	41
463	Ele	3	      TPAs.FeesForNonauditServices.Others.PensionSchemes	TPAs	FeesForNonauditServices	Others	PensionSchemes			 	5321	Money	Debit	Info	Sch		41	"36,37,38"					+			 		TPA					"Other non-audit services, pension schemes, fees"	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:OtherNon-auditServicesPensionSchemesFees	Money	Duration		Debit	41
464	Ele	3	      TPAs.FeesForNonauditServices.Others.Subsidiaries	TPAs	FeesForNonauditServices	Others	Subsidiaries			 	5319	Money	Debit	Info	Sch		41	"36,37,38"					+			 		TPA					"Other non-audit services, entity and subsidiaries, fees"	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:OtherNon-auditServicesEntitySubsidiariesFees	Money	Duration		Debit	41
465	Ele	2	    TPAs.FeesForNonauditServices.DescrBenefitsInKind	TPAs	FeesForNonauditServices	DescrBenefitsInKind				 	5296	String		Info			41	"36,37,38"								 		TPA					Description of benefits in kind for non-audit services	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:DescriptionBenefitsInKindForNon-auditServices	String	Duration			41
466	Ele	2	    TPAs.FeesForNonauditServices.EstimatedMoneyValueBenefitsInKind	TPAs	FeesForNonauditServices	EstimatedMoneyValueBenefitsInKind				 	5301	Money	Debit	Info	Sch		41	"36,37,38"					+			 		TPA					Estimated money value of benefits in kind for non-audit services	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:EstimatedMoneyValueBenefitsInKindForNon-auditServices	Money	Duration		Not set	41
467	Ele	1	  TPAs.FeesToAuditorsFreetextComment	TPAs	FeesToAuditorsFreetextComment					 	5303	String		Info			41	"36,37,38"								 		TPA					Fees to auditors free-text comment	"1,3,34,35,39,42"	M 34	35 o		uk-aurep:FeesToAuditorsFree-textComment	String	Duration			41
468	Set	0	PL	PL						 		Money	Credit	PL	DE		2									 		 						"2,3,4,5,6,7,39"									
469	Set	1	  PL.Revenue	PL	Revenue					 		Money	Credit	PL	DE		2						+			 		 						"2,3,4,5,6,7,39"									
470	Set	2	    PL.Revenue.Turnover	PL	Revenue	Turnover				 	4907	Money	Credit	PL	DE		2						+		PL.Totals.GrossProfit	 		Period			Turnover		Turnover / gross operating revenue	"2,3,4,5,6,7,39"				uk-gaap:TurnoverGrossOperatingRevenue	Money	Duration		Credit	2
471	Ele	3	      PL.Revenue.Turnover.AgencyManagementEarningsGross	PL	Revenue	Turnover	AgencyManagementEarningsGross			 	134	Money	Credit	PL	DE		13	"43,44"					+			 		Period					Agency and management earnings - Gross	"1,3,4"				uk-gaap:AgencyManagementEarnings-Gross	Money	Duration		Credit	"9,13"
472	Ele	3	      PL.Revenue.Turnover.BasicSales	PL	Revenue	Turnover	BasicSales			 	398	Money	Credit	PL	DE		13	"43,44"					+			 		Period					Basic sales revenue	"1,3,4"				uk-gaap:BasicSalesRevenue	Money	Duration		Credit	"11,13"
473	Ele	3	      PL.Revenue.Turnover.CommissionsReceived	PL	Revenue	Turnover	CommissionsReceived			 	903	Money	Credit	PL	DE		13	"43,44"					+			 		Period					Commissions received	"1,3,4"				uk-gaap:CommissionsReceived	Money	Duration		Credit	13
474	Ele	3	      PL.Revenue.Turnover.ExceptIncome	PL	Revenue	Turnover	ExceptIncome			 	1930	Money	Credit	PL	DE		13	"43,44"					+			 		Period					Exceptional income contributing to turnover	"1,3,4"				uk-gaap:ExceptionalIncomeContributingToTurnover	Money	Duration		Credit	13
475	Ele	3	      PL.Revenue.Turnover.GrantsSubsidiesReceived	PL	Revenue	Turnover	GrantsSubsidiesReceived			 	2447	Money	Credit	PL	DE		13	"43,44"					+			 		Period					"Grants and subsidies received, contributing to turnover"	"1,3,4"				uk-gaap:GrantsSubsidiesReceivedContributingToTurnover	Money	Duration		Credit	13
476	Ele	3	      PL.Revenue.Turnover.OtherTradingIncome	PL	Revenue	Turnover	OtherTradingIncome			 	3678	Money	Credit	PL	DE		13	"43,44"					+			 		Period					Other trading income contributing to turnover	"1,3,4"				uk-gaap:OtherTradingIncomeContributingToTurnover	Money	Duration		Credit	13
477	Ele	3	      PL.Revenue.Turnover.RentalOtherIncomeFromProperty	PL	Revenue	Turnover	RentalOtherIncomeFromProperty			 	4207	Money	Credit	PL	DE		13	"43,44"					+			 		Period					"Rental and other income from property, contributing to turnover"	"1,3,4"				uk-gaap:RentalOtherIncomeFromPropertyContributingToTurnover	Money	Duration		Credit	13
478	Set	2	    PL.Revenue.Analysis	PL	Revenue	Analysis				 		Money	Credit	PL	Sch		2						No			Equal To: PL.Revenue		 						"2,3,4,5,6,7,39"									
479	Set	3	      PL.Revenue.Analysis.BizSeg	PL	Revenue	Analysis	BizSeg			 		Money	Credit	PL	Sch		15						No			 		 						"2,3,5,6,7"									
480	Ele	4	        PL.Revenue.Analysis.BizSeg.CentralNotAttributed	PL	Revenue	Analysis	BizSeg	CentralNotAttributed		 	588	Money	Credit	PL	Sch		1	44					+			 		Period					Central revenue not attributed to a business segment	"1,3"				uk-gaap:CentralRevenueNotAttributedToBusinessSegment	Money	Duration		Credit	1
481	Ele	4	        PL.Revenue.Analysis.BizSeg.CentralRestructuringCosts	PL	Revenue	Analysis	BizSeg	CentralRestructuringCosts		 	586	Money	Debit	PL	Sch		7						+			 		Period					"Central restructuring costs, business segment analysis"	"1,3,5,6"				uk-gaap:CentralRestructuringCostsBusinessSegmentAnalysis	Money	Duration		Debit	7
482	Ele	4	        PL.Revenue.Analysis.BizSeg.TotalInclIntersegmentSales	PL	Revenue	Analysis	BizSeg	TotalInclIntersegmentSales		 	483	Money	Credit	PL	Sch		15						+			 		Period					"Business segment total revenue, including inter-segment sales"	"2,3,5,6,7"				uk-gaap:BusinessSegmentTotalRevenueIncludingInter-segmentSales	Money	Duration		Credit	15
483	Ele	4	        PL.Revenue.Analysis.BizSeg.IntersegmentSales	PL	Revenue	Analysis	BizSeg	IntersegmentSales		 	482	Money	Credit	PL	Sch		15						+			 		Period					Business segment inter-segment sales	"2,3,5,6,7"				uk-gaap:BusinessSegmentInter-segmentSales	Money	Duration		Credit	15
484	Ele	4	        PL.Revenue.Analysis.BizSeg.Costs	PL	Revenue	Analysis	BizSeg	Costs		 	481	Money	Debit	PL	Sch		15						+			 		Period					Business segment costs	"2,3,5,6,7"				uk-gaap:BusinessSegmentCosts	Money	Duration		Debit	15
485	Ele	4	        PL.Revenue.Analysis.BizSeg.Acq	PL	Revenue	Analysis	BizSeg	Acq		 	86	Money	Credit	PL	Sch		15						+			 		Period					Acquisition revenue	"2,3,5,6,7"				uk-gaap:AcquisitionRevenue	Money	Duration		Credit	"15,31"
486	Ele	4	        PL.Revenue.Analysis.BizSeg.AcqOpProfit	PL	Revenue	Analysis	BizSeg	AcqOpProfit		 	85	Money	Credit	PL	Sch		15						+			 		Period					Acquisition operating profit	"2,3,5,6,7"				uk-gaap:AcquisitionOperatingProfit	Money	Duration		Credit	"15,16,31"
487	Ele	4	        PL.Revenue.Analysis.BizSeg.Disposal	PL	Revenue	Analysis	BizSeg	Disposal		 	1727	Money	Credit	PL	Sch		15						+			 		Period					Disposal revenue	"2,3,5,6,7"				uk-gaap:DisposalRevenue	Money	Duration		Credit	15
488	Ele	4	        PL.Revenue.Analysis.BizSeg.DisposalOpProfit	PL	Revenue	Analysis	BizSeg	DisposalOpProfit		 	1726	Money	Credit	PL	Sch		15						+			 		Period					Disposal operating profit	"2,3,5,6,7"				uk-gaap:DisposalOperatingProfit	Money	Duration		Credit	"15,16"
489	Ele	4	        PL.Revenue.Analysis.BizSeg.AcqsFreetextComment	PL	Revenue	Analysis	BizSeg	AcqsFreetextComment		 	4282	String		PL			15									 		Period					Revenue of acquisitions free-text comment	"2,3,5,6,7"				uk-gaap:RevenueAcquisitionsFree-textComment	String	Duration			"15,31"
490	Ele	4	        PL.Revenue.Analysis.BizSeg.DisposalsFreetextComment	PL	Revenue	Analysis	BizSeg	DisposalsFreetextComment		 	4287	String		PL			15									 		Period					Revenue of disposals free-text comment	"2,3,5,6,7"				uk-gaap:RevenueDisposalsFree-textComment	String	Duration			15
491	Set	3	      PL.Revenue.Analysis.GeoSeg	PL	Revenue	Analysis	GeoSeg			 		Money	Credit	PL	Sch		16						+			 		 						"2,3,5,6,39"									
492	Ele	4	        PL.Revenue.Analysis.GeoSeg.CentralNotAttributed	PL	Revenue	Analysis	GeoSeg	CentralNotAttributed		 	589	Money	Credit	PL	Sch		7						+			 		Period					Central revenue not attributed to a geographic segment	"1,3,5,6"				uk-gaap:CentralRevenueNotAttributedToGeographicSegment	Money	Duration		Credit	7
493	Ele	4	        PL.Revenue.Analysis.GeoSeg.CentralRestructuringCosts	PL	Revenue	Analysis	GeoSeg	CentralRestructuringCosts		 	587	Money	Debit	PL	Sch		7						+			 		Period					"Central restructuring costs, geographic segment analysis"	"1,3,5,6"				uk-gaap:CentralRestructuringCostsGeographicSegmentAnalysis	Money	Duration		Debit	7
494	Ele	4	        PL.Revenue.Analysis.GeoSeg.ByDestination	PL	Revenue	Analysis	GeoSeg	ByDestination		 	2409	Money	Credit	PL	Sch		16						+			 		Period					Geographic segment revenue by destination	"2,3,5,6,39"				uk-gaap:GeographicSegmentRevenueByDestination	Money	Duration		Credit	16
495	Ele	4	        PL.Revenue.Analysis.GeoSeg.NetByOriginExclIntersegmentSales	PL	Revenue	Analysis	GeoSeg	NetByOriginExclIntersegmentSales		 	2408	Money	Credit	PL	Sch		16						No			 		Period					Geographic segment net revenue by origin (excluding inter-segment sales)	"2,3,5,6,39"				uk-gaap:GeographicSegmentNetRevenueByOriginExcludingInter-segmentSales	Money	Duration		Credit	16
496	Ele	4	        PL.Revenue.Analysis.GeoSeg.TotalByOriginInclIntersegmentSales	PL	Revenue	Analysis	GeoSeg	TotalByOriginInclIntersegmentSales		 	2410	Money	Credit	PL	Sch		16						No			 		Period					"Geographic segment total revenue by origin, including inter-segment sales"	"2,3,5,6,39"				uk-gaap:GeographicSegmentTotalRevenueByOriginIncludingInter-segmentSales	Money	Duration		Credit	16
497	Ele	4	        PL.Revenue.Analysis.GeoSeg.IntersegmentSales	PL	Revenue	Analysis	GeoSeg	IntersegmentSales		 	2407	Money	Credit	PL	Sch		16						No			 		Period					Geographic segment inter-segment sales	"2,3,5,6,39"				uk-gaap:GeographicSegmentInter-segmentSales	Money	Duration		Credit	16
